music	我要听刘德华的歌。
music	放一首歌吧。
music	播一首歌。
music	来一首。
music	放音乐。
music	我要听歌。
music	来一首陈奕迅的十年。
music	随机播放歌曲。
music	推荐一首歌来听。
music	打开音乐软件。
music	放一首歌呗。
music	来一首轻松的歌。
music	来一首欢快的歌。
music	来一首我经常听的歌。
music	陈奕迅的歌。
music	十年。
music	冰雨。
music	听妈妈的话。
music	稻香。
music	我就要听周杰伦的歌。
music	能不能给我一首歌的时间。
music	打开音乐。
music	音乐播放。
music	播放歌曲。
music	打开音乐软件。
music	打开歌曲软件。
music	听歌。
music	放几首安静的歌
music	循环播放今日推荐的歌曲。
music	给老子来一首。
music	我要听×××。
music	播放历史歌单。
music	播放历史歌曲。
music	来几首经典的粤语歌
music	我要听×××片尾曲。
music	播放蓝调风格的音乐。
music	来一首周杰伦的安静。
music	五月天　知足
music	来电音乐。
music	播手首歌来听。
music	小ai,歌荒了，推荐几首歌来听呗。
music	播播最近欧美版热门单曲。
music	小ai，随便来点舒缓心情的歌吧。
music	小ai,播歌
music	电台选择。
music	听音乐。
music	听歌。
music	听歌。
music	听歌。
music	音乐电台。
music	音乐电台。
music	音乐频道。
music	歌曲。
music	歌曲。
music	我要听刘德华的歌。
music	我要听周杰伦的歌。
music	我要听歌。
music	来一首王力宏的歌。
music	来一首王力宏的落叶归根。
music	推荐几首歌来听听。
music	打开音乐电台。
music	
music	
chat	中国移动营销行来发展报告alink
chat	小马也疯狂------地位之争。
chat	那些年，我们一起偷看过的电视。「暴走漫画」
chat	北京的小纯洁们，周日见。#硬汉摆拍清纯照#
chat	要是这一年哭泣的理由不再是难过而是感动会多么好
chat	对于国内动漫画作者引用工笔素材的一些个人意见。
chat	猫咪保镖最赞了！你们看懂了吗？！（来自：9gag）
chat	莫愁和所有人开了一个玩笑——其实，她是会正常唱歌的……
chat	你见过皮卡丘喝水的样子吗？
chat	如果有个人能让你忘掉过去，那TA很可能就是你的未来。
chat	我在北京，24岁，想去马尔代夫，一个人。
chat	哥你还跳不跳楼了？我们要下班啊！
chat	龙生龙，凤生凤，是个喵咪它就萌。
chat	从胚胎期开始的面部特征演变过程
chat	本届轮值主席王石致开幕词。讲60岁上哈佛。
chat	非常不喜欢北京现在的天气……非常……
chat	我第一次坐飞机是进安达信的入职培训，在深圳。你们哪？
chat	人生如戏，全靠演技。小受吓坏了。
chat	为什么这世上会有人以刁难他人为乐呢？
chat	算了算了，我看出来了，你们都想看男人！上张美男图。
chat	偷拍时被喵星人发现了。！\3/
chat	看看你的名字在古代是什么职业，太让人崩溃了。
chat	居然把WindowsPhone8写成Win8了……要严谨啊
chat	百合真香啊！送给回家路上的人们明天后天就不行了！
chat	刘翔预算摔倒！无缘半决赛！主持人哭了。
chat	谁身边没几个能办大事的朋友？
chat	一位妈妈将她四岁儿子的涂鸦做成了真实的毛绒玩具
chat	竟然下雪了，不喜欢冬天，天气何时才变暖啊。
chat	困扰我多年的问题终于得解了。
chat	大学生一定要看的一分钟，它能让你奋斗一辈子alink
chat	#米吧秀图#月底了，敢说出你手机还有多少流量么？
chat	我擦！这么多人来看我！
chat	各位都到了吗？深圳一会见哈：））
chat	如果有人煮这个汤给你喝，你会感动吗？
chat	上传了23张照片到“微相册”。alink
chat	看见有黑点的要注意休息了。
chat	若慈善不透明，则捐款无意义。
chat	成熟的最大好处是：以前得不到的，现在不想要了。
chat	编织和仿旧的风格，看起来很有质感
chat	听到这周要连上7天的消息后，我突然意识到。
chat	慢镜头回放狗狗看到食物的可爱反应！alink
chat	个人经验，普通话过于标准的人一般干不了什么大事。
chat	喵星人个个都是武林高手！
chat	2012地球不会毁灭，因为多啦A梦告诉我们他是从2070年来的。
chat	#虎扑话题#谁是你心中外貌最帅气的教练？alink
